text,label
Regulators review promising pharmaceutical treatment for Alzheimer's disease,Pharma_Drug
Researchers report promising findings in Alzheimer's disease treatment study,Medical_Research
Researchers report promising findings in diabetes treatment study,Medical_Research
Scientists identify biomarker linked to tuberculosis progression,Medical_Research
Public health teams respond to suspected mpox outbreak in Nigeria,Disease_Outbreak
Public health teams respond to suspected mpox outbreak in India,Disease_Outbreak
AstraZeneca receives approval for new therapy targeting heart disease,Pharma_Drug
Hospitals report pressure from growing measles admissions in Nigeria,Disease_Outbreak
Public health teams respond to suspected zika outbreak in Brazil,Disease_Outbreak
New research explores AI tools for detecting cancer earlier,Medical_Research
Public health teams respond to suspected measles outbreak in Indonesia,Disease_Outbreak
New research explores AI tools for detecting asthma earlier,Medical_Research
Scientists identify biomarker linked to diabetes progression,Medical_Research
Regulators review promising pharmaceutical treatment for tuberculosis,Pharma_Drug
Public health teams respond to suspected typhoid outbreak in Kenya,Disease_Outbreak
public health agency warns of rising dengue cases in Vietnam,Disease_Outbreak
Health ministry unveils updated framework for hospital funding,Health_Policy
National strategy focuses on improving health insurance access,Health_Policy
Regulators review promising pharmaceutical treatment for tuberculosis,Pharma_Drug
Regulators review promising pharmaceutical treatment for diabetes,Pharma_Drug
Researchers report promising findings in heart disease treatment study,Medical_Research
Pfizer receives approval for new therapy targeting tuberculosis,Pharma_Drug
Lawmakers debate reforms to strengthen mental health programs,Health_Policy
Regulators review promising pharmaceutical treatment for tuberculosis,Pharma_Drug
Drugmaker announces late-stage trial success for Alzheimer's disease medicine,Pharma_Drug
Lawmakers debate reforms to strengthen health insurance programs,Health_Policy
Drugmaker announces late-stage trial success for asthma medicine,Pharma_Drug
Government announces new drug pricing policy after expert review,Health_Policy
Hospitals report pressure from growing cholera admissions in Kenya,Disease_Outbreak
Hospitals report pressure from growing dengue admissions in Thailand,Disease_Outbreak
Scientists identify biomarker linked to cancer progression,Medical_Research
Hospitals report pressure from growing malaria admissions in Indonesia,Disease_Outbreak
Lawmakers debate reforms to strengthen mental health programs,Health_Policy
New research explores AI tools for detecting Alzheimer's disease earlier,Medical_Research
Officials expand surveillance as typhoid infections increase across Brazil,Disease_Outbreak
Public health teams respond to suspected mpox outbreak in Vietnam,Disease_Outbreak
Government announces new disease surveillance policy after expert review,Health_Policy
Clinical trial shows encouraging results for patients with asthma,Medical_Research
Hospitals report pressure from growing bird flu admissions in Indonesia,Disease_Outbreak
Public health teams respond to suspected dengue outbreak in India,Disease_Outbreak
government warns of rising malaria cases in Peru,Disease_Outbreak
AstraZeneca receives approval for new therapy targeting tuberculosis,Pharma_Drug
Health ministry unveils updated framework for vaccination,Health_Policy
Researchers report promising findings in asthma treatment study,Medical_Research
Regulators review promising pharmaceutical treatment for tuberculosis,Pharma_Drug
WHO warns of rising measles cases in Nigeria,Disease_Outbreak
Researchers report promising findings in Alzheimer's disease treatment study,Medical_Research
Researchers report promising findings in Alzheimer's disease treatment study,Medical_Research
Drugmaker announces late-stage trial success for diabetes medicine,Pharma_Drug
Officials expand surveillance as measles infections increase across Brazil,Disease_Outbreak
Public health teams respond to suspected dengue outbreak in Indonesia,Disease_Outbreak
Clinical trial shows encouraging results for patients with cancer,Medical_Research
Clinical trial shows encouraging results for patients with asthma,Medical_Research
Public health teams respond to suspected bird flu outbreak in Kenya,Disease_Outbreak
Biotech company expands production of medication used for cancer,Pharma_Drug
Government announces new vaccination policy after expert review,Health_Policy
Health ministry unveils updated framework for hospital funding,Health_Policy
Hospitals report pressure from growing malaria admissions in Kenya,Disease_Outbreak
Lawmakers debate reforms to strengthen health insurance programs,Health_Policy
public health agency warns of rising measles cases in Thailand,Disease_Outbreak
Lawmakers debate reforms to strengthen vaccination programs,Health_Policy
Public health teams respond to suspected cholera outbreak in India,Disease_Outbreak
Drugmaker announces late-stage trial success for heart disease medicine,Pharma_Drug
Drugmaker announces late-stage trial success for cancer medicine,Pharma_Drug
New research explores AI tools for detecting asthma earlier,Medical_Research
Officials expand surveillance as mpox infections increase across Peru,Disease_Outbreak
Health ministry unveils updated framework for mental health,Health_Policy
Regulators review promising pharmaceutical treatment for diabetes,Pharma_Drug
Clinical trial shows encouraging results for patients with asthma,Medical_Research
New research explores AI tools for detecting diabetes earlier,Medical_Research
New research explores AI tools for detecting tuberculosis earlier,Medical_Research
Novartis receives approval for new therapy targeting diabetes,Pharma_Drug
Researchers report promising findings in cancer treatment study,Medical_Research
Biotech company expands production of medication used for diabetes,Pharma_Drug
AstraZeneca receives approval for new therapy targeting heart disease,Pharma_Drug
Officials expand surveillance as typhoid infections increase across Nigeria,Disease_Outbreak
Clinical trial shows encouraging results for patients with tuberculosis,Medical_Research
Clinical trial shows encouraging results for patients with tuberculosis,Medical_Research
